"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that async replication fails back correctly.","0","test_async_replication_failover_in_secondary_cluster","tests.integration.ha_tests","Tue Jul 29 02:13:08 UTC 2025","skipped","Tue Jul 29 02:13:08 UTC 2025","","test_async_replication","",""
"","73","test_exporter_is_up[1]","tests.integration","Tue Jul 29 01:44:41 UTC 2025","passed","Tue Jul 29 01:44:41 UTC 2025","","test_charm","",""
"","","test_upgrade_from_edge","tests.integration.ha_tests","","unknown","","","test_upgrade","",""
"","0","test_interruption_db_process[SIGKILL-postgres]","tests.integration.ha_tests","Tue Jul 29 01:56:56 UTC 2025","skipped","Tue Jul 29 01:56:56 UTC 2025","","test_self_healing_1","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","0","test_full_cluster_restart[SIGKILL-/usr/bin/patroni]","tests.integration.ha_tests","Tue Jul 29 01:56:56 UTC 2025","skipped","Tue Jul 29 01:56:56 UTC 2025","","test_self_healing_1","",""
"Build and deploy two units of PostgreSQL in GCP and then test the backup and restore actions.","1047769","test_backup_gcp","tests.integration","Tue Jul 29 01:33:54 UTC 2025","passed","Tue Jul 29 01:51:21 UTC 2025","","test_backups_gcp","",""
"Build and deploy one unit of PostgreSQL and then test the available plugins.","348001","test_plugins","tests.integration","Tue Jul 29 01:41:30 UTC 2025","passed","Tue Jul 29 01:47:18 UTC 2025","","test_plugins","",""
"Build and deploy three unit of PostgreSQL.","1008791","test_build_and_deploy","tests.integration.ha_tests","Tue Jul 29 01:40:30 UTC 2025","broken","Tue Jul 29 01:57:19 UTC 2025","","test_self_healing_2","",""
"Test that is possible to restore a backup to another PostgreSQL cluster.","323724","test_restore_on_new_cluster","tests.integration","Tue Jul 29 01:51:21 UTC 2025","passed","Tue Jul 29 01:56:45 UTC 2025","","test_backups_gcp","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","0","test_full_cluster_restart[SIGKILL-postgres]","tests.integration.ha_tests","Tue Jul 29 01:56:56 UTC 2025","skipped","Tue Jul 29 01:56:56 UTC 2025","","test_self_healing_1","",""
"Build and deploy three units of PostgreSQL.","128405","test_build_and_deploy","tests.integration","Tue Jul 29 01:39:27 UTC 2025","passed","Tue Jul 29 01:41:35 UTC 2025","","test_ldap","",""
"Test password rotation action.","275824","test_password_rotation","tests.integration","Tue Jul 29 01:47:05 UTC 2025","passed","Tue Jul 29 01:51:41 UTC 2025","","test_password_rotation","",""
"Test promoting the standby cluster.","0","test_promote_standby","tests.integration.ha_tests","Tue Jul 29 02:13:08 UTC 2025","skipped","Tue Jul 29 02:13:08 UTC 2025","","test_async_replication","",""
"","24","test_labels_consistency_across_pods[2]","tests.integration","Tue Jul 29 01:44:41 UTC 2025","passed","Tue Jul 29 01:44:41 UTC 2025","","test_charm","",""
"","0","test_freeze_db_process[postgres]","tests.integration.ha_tests","Tue Jul 29 01:56:56 UTC 2025","skipped","Tue Jul 29 01:56:56 UTC 2025","","test_self_healing_1","",""
"","30","test_database_is_up[1]","tests.integration","Tue Jul 29 01:44:41 UTC 2025","passed","Tue Jul 29 01:44:41 UTC 2025","","test_charm","",""
"Tests that an automatic failover is triggered after an issue happens in the leader.","21290","test_automatic_failover_after_leader_issue","tests.integration","Tue Jul 29 02:06:11 UTC 2025","passed","Tue Jul 29 02:06:32 UTC 2025","","test_charm","",""
"","395889","test_glauth_integration","tests.integration","Tue Jul 29 01:41:35 UTC 2025","passed","Tue Jul 29 01:48:11 UTC 2025","","test_ldap","",""
"Test that async replication works when scaling the clusters.","0","test_scaling","tests.integration.ha_tests","Tue Jul 29 02:13:08 UTC 2025","skipped","Tue Jul 29 02:13:08 UTC 2025","","test_async_replication","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","Tue Jul 29 01:39:47 UTC 2025","skipped","Tue Jul 29 01:39:47 UTC 2025","","test_upgrade_to_primary_label","",""
"","21205","test_switchover_sync_standby","tests.integration","Tue Jul 29 01:57:44 UTC 2025","passed","Tue Jul 29 01:58:05 UTC 2025","","test_charm","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","Tue Jul 29 01:39:33 UTC 2025","skipped","Tue Jul 29 01:39:33 UTC 2025","","test_rollback_to_master_label","",""
"Build and deploy the charm with trust set to false.

    Assert on the unit status being blocked due to lack of trust.
    ","40253","test_deploy_without_trust","tests.integration","Tue Jul 29 01:40:30 UTC 2025","passed","Tue Jul 29 01:41:10 UTC 2025","","test_trust","",""
"Completely cut and restore network.","0","test_network_cut","tests.integration.ha_tests","Tue Jul 29 01:56:56 UTC 2025","skipped","Tue Jul 29 01:56:56 UTC 2025","","test_self_healing_1","",""
"","33","test_database_is_up[2]","tests.integration","Tue Jul 29 01:44:41 UTC 2025","passed","Tue Jul 29 01:44:41 UTC 2025","","test_charm","",""
"Trust existing blocked deployment.

    Assert on the application status recovering to active.
    ","271079","test_trust_blocked_deployment","tests.integration","Tue Jul 29 01:41:10 UTC 2025","passed","Tue Jul 29 01:45:41 UTC 2025","","test_trust","",""
"Test that the pre-upgrade-check action runs successfully.","","test_pre_upgrade_check","tests.integration.ha_tests","","unknown","","","test_upgrade","",""
"Test basic functionality of database relation interface.","312945","test_database_deploy_clientapps","tests.integration.new_relations","Tue Jul 29 01:40:32 UTC 2025","passed","Tue Jul 29 01:45:45 UTC 2025","","test_new_relations_2","",""
"Tries deploying an arm64 charm on amd64 host.","53131","test_arm_charm_on_amd_host","tests.integration","Tue Jul 29 01:40:04 UTC 2025","passed","Tue Jul 29 01:40:57 UTC 2025","","test_wrong_arch","",""
"","111267","test_delete_pod","tests.integration","Tue Jul 29 01:58:34 UTC 2025","passed","Tue Jul 29 02:00:25 UTC 2025","","test_backups_gcp","",""
"Build and deploy the charm and saturate its pgdata volume.","486450","test_filling_and_emptying_pgdata_storage","tests.integration","Tue Jul 29 01:36:41 UTC 2025","passed","Tue Jul 29 01:44:47 UTC 2025","","test_storage","",""
